Event,GPS,GPS_valtype,UTC,UTC_valtype,rho,rho_valtype,rho_errp,rho_errm,FAR,FAR_valtype,M1,M1_valtype,M1_errp,M1_errm,M2,M2_valtype,M2_errp,M2_errm,Mchirp,Mchirp_valtype,Mchirp_errp,Mchirp_errm,Mtotal,Mtotal_valtype,Mtotal_errp,Mtotal_errm,chi,chi_valtype,chi_errp,chi_errm,Mfinal,Mfinal_valtype,Mfinal_errp,Mfinal_errm,Mratio,Mratio_valtype,Mratio_errp,Mratio_errm,af,af_valtype,af_errp,af_errm,Erad,Erad_valtype,Erad_errp,Erad_errm,lpeak,lpeak_valtype,lpeak_errp,lpeak_errm,DL,DL_valtype,DL_errp,DL_errm,z,z_valtype,z_errp,z_errm,deltaOmega,deltaOmega_valtype,obsrun,obsrun_valtype,net,net_valtype,detType,detType_valtype,p_astro,p_astro_valtype
GW190720_000836,1247616534.7,value,2019-07-20T00:09:13.700,value,10.9,bestfit,0.3,-0.8,1e-05,value,14.2,bestfit,5.6,-3.3,7.5,bestfit,2.2,-1.8,9.0,bestfit,0.4,-0.8,21.8,bestfit,3.8,-2.0,0.19,bestfit,0.14,-0.11,20.8,bestfit,3.9,-2.0,0.5289,bestfit,0.357,-0.2379,0.71,bestfit,0.05,-0.05,0.963,bestfit,0.115,-0.161,3.21,bestfit,0.66,-1.18,770.0,bestfit,650.0,-260.0,0.16,bestfit,0.11,-0.05,509.0,value,O3a,value,HLV,value,GW,value,1.0,value
GW190725_174728,1248112066.4,value,2019-07-25T17:48:05.400,value,9.1,bestfit,0.4,-0.7,0.46,value,11.8,bestfit,10.1,-3.0,6.3,bestfit,2.1,-2.5,7.4,bestfit,0.5,-0.5,18.3,bestfit,7.4,-1.9,-0.04,bestfit,0.36,-0.16,17.6,bestfit,7.7,-1.8,0.5329,bestfit,0.4075,-0.3606,0.65,bestfit,0.09,-0.07,0.707,bestfit,0.11,-0.233,2.88,bestfit,0.65,-1.89,1030.0,bestfit,520.0,-430.0,0.2,bestfit,0.09,-0.08,2290.0,value,O3a,value,HLV,value,GW,value,0.96021,value
GW190727_060333,1248242631.9,value,2019-07-27T06:04:10.900,value,11.7,bestfit,0.2,-0.5,1e-05,value,38.9,bestfit,8.9,-6.0,30.2,bestfit,6.5,-8.3,29.4,bestfit,4.6,-3.7,68.8,bestfit,10.2,-7.8,0.09,bestfit,0.25,-0.27,65.4,bestfit,9.5,-7.3,0.7915,bestfit,0.1856,-0.3031,0.73,bestfit,0.09,-0.11,3.37,bestfit,0.94,-0.88,3.7,bestfit,0.62,-0.91,3070.0,bestfit,1300.0,-1230.0,0.52,bestfit,0.18,-0.18,861.0,value,O3a,value,HLV,value,GW,value,1.0,value
GW190728_064510,1248331528.5,value,2019-07-28T06:45:47.500,value,13.1,bestfit,0.3,-0.4,1e-05,value,12.5,bestfit,6.9,-2.3,8.0,bestfit,1.7,-2.6,8.6,bestfit,0.6,-0.3,20.7,bestfit,4.2,-1.4,0.13,bestfit,0.19,-0.07,19.7,bestfit,4.4,-1.4,0.6443,bestfit,0.301,-0.3595,0.71,bestfit,0.04,-0.04,0.963,bestfit,0.092,-0.183,3.51,bestfit,0.37,-1.52,880.0,bestfit,260.0,-380.0,0.18,bestfit,0.05,-0.07,409.0,value,O3a,value,HLV,value,GW,value,1.0,value
GW190731_140936,1248617394.6,value,2019-07-31T14:10:13.600,value,8.8,bestfit,0.3,-0.4,0.33,value,41.8,bestfit,12.7,-9.1,29.0,bestfit,10.2,-9.9,29.7,bestfit,7.4,-5.3,70.7,bestfit,16.3,-11.4,0.07,bestfit,0.28,-0.25,67.4,bestfit,15.3,-10.8,0.7164,bestfit,0.2529,-0.3229,0.71,bestfit,0.12,-0.14,3.3,bestfit,1.4,-1.13,3.57,bestfit,0.74,-1.33,3330.0,bestfit,2350.0,-1770.0,0.56,bestfit,0.31,-0.26,3040.0,value,O3a,value,HL,value,GW,value,0.83427,value
GW190803_022701,1248834439.8,value,2019-08-03T02:27:38.800,value,9.3,bestfit,0.3,-0.5,0.073,value,37.7,bestfit,9.8,-6.7,27.6,bestfit,7.6,-8.5,27.6,bestfit,5.4,-3.8,65.0,bestfit,12.0,-8.1,-0.01,bestfit,0.23,-0.28,62.1,bestfit,11.2,-7.6,0.7536,bestfit,0.2191,-0.3166,0.68,bestfit,0.09,-0.12,2.94,bestfit,0.9,-0.89,3.47,bestfit,0.54,-1.1,3190.0,bestfit,1630.0,-1470.0,0.54,bestfit,0.22,-0.22,1540.0,value,O3a,value,HLV,value,GW,value,0.97383,value
GW190805_211137,1249074715.3,value,2019-08-05T21:12:14.300,value,8.1,bestfit,0.5,-0.7,0.63,value,46.2,bestfit,15.4,-11.2,30.6,bestfit,11.8,-11.3,31.9,bestfit,8.8,-6.3,76.7,bestfit,19.5,-13.8,0.37,bestfit,0.29,-0.39,72.4,bestfit,18.2,-13.2,0.6832,bestfit,0.2773,-0.3255,0.82,bestfit,0.09,-0.16,4.3,bestfit,1.85,-1.63,4.08,bestfit,1.15,-1.57,6130.0,bestfit,3720.0,-3080.0,0.92,bestfit,0.43,-0.4,3950.0,value,O3a,value,HL,value,GW,value,0.95372,value
GW190814,1249852257.0,value,2019-08-14T21:11:16.000,value,25.3,bestfit,0.1,-0.2,1e-05,value,23.3,bestfit,1.4,-1.4,2.6,bestfit,0.1,-0.1,6.11,bestfit,0.06,-0.05,25.9,bestfit,1.3,-1.3,0.0,bestfit,0.0,0.0,25.7,bestfit,1.3,-1.3,0.1112,bestfit,0.0118,-0.0108,0.28,bestfit,0.03,-0.03,0.242,bestfit,0.007,-0.007,0.397,bestfit,0.056,-0.051,230.0,bestfit,40.0,-50.0,0.05,bestfit,0.01,-0.01,19.0,value,O3a,value,HLV,value,GW,value,1.0,value
GW190828_063405,1251009263.7,value,2019-08-28T06:34:42.700,value,16.5,bestfit,0.2,-0.3,1e-05,value,31.9,bestfit,5.4,-4.1,25.8,bestfit,4.9,-5.3,24.6,bestfit,3.6,-2.0,57.2,bestfit,7.9,-4.3,0.15,bestfit,0.15,-0.16,54.3,bestfit,7.3,-4.0,0.8234,bestfit,0.1586,-0.2449,0.74,bestfit,0.07,-0.07,2.96,bestfit,0.67,-0.53,3.89,bestfit,0.39,-0.61,2070.0,bestfit,650.0,-920.0,0.38,bestfit,0.1,-0.15,519.0,value,O3a,value,HLV,value,GW,value,1.0,value
GW190828_065509,1251010527.8,value,2019-08-28T06:55:46.800,value,10.2,bestfit,0.4,-0.5,3.5e-05,value,23.7,bestfit,6.8,-6.7,10.4,bestfit,3.8,-2.2,13.4,bestfit,1.4,-1.0,34.3,bestfit,5.2,-4.3,0.05,bestfit,0.16,-0.17,33.0,bestfit,5.3,-4.3,0.4411,bestfit,0.3814,-0.1614,0.64,bestfit,0.08,-0.08,1.25,bestfit,0.29,-0.25,2.59,bestfit,0.98,-0.89,1540.0,bestfit,690.0,-650.0,0.29,bestfit,0.11,-0.11,635.0,value,O3a,value,HLV,value,GW,value,0.99998,value
GW190909_114149,1252064527.7,value,2019-09-09T11:42:26.700,value,9.048,value,,,26.2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070.0,value,O3a,value,HL,value,Marginal,value,0.1525430959725358,value
GW190910_112807,1252150105.3,value,2019-09-10T11:28:44.300,value,14.5,bestfit,0.2,-0.3,0.0029,value,43.8,bestfit,7.6,-6.8,34.2,bestfit,6.6,-7.3,33.5,bestfit,4.2,-4.1,78.0,bestfit,9.3,-9.1,0.0,bestfit,0.0,0.0,74.4,bestfit,8.5,-8.6,0.7905,bestfit,0.1841,-0.2282,0.69,bestfit,0.07,-0.08,3.62,bestfit,0.84,-0.76,3.57,bestfit,0.41,-0.62,1520.0,bestfit,1090.0,-630.0,0.29,bestfit,0.17,-0.11,10000.0,value,O3a,value,LV,value,GW,value,0.99669,value
GW190915_235702,1252627040.6,value,2019-09-15T23:57:39.600,value,13.1,bestfit,0.2,-0.3,1e-05,value,32.6,bestfit,8.8,-4.9,24.5,bestfit,4.9,-5.8,24.4,bestfit,3.0,-2.3,57.2,bestfit,7.1,-5.3,-0.03,bestfit,0.19,-0.24,54.7,bestfit,6.6,-5.0,0.7603,bestfit,0.2089,-0.2938,0.69,bestfit,0.08,-0.09,2.57,bestfit,0.61,-0.58,3.46,bestfit,0.45,-0.89,1750.0,bestfit,710.0,-650.0,0.32,bestfit,0.11,-0.11,383.0,value,O3a,value,HLV,value,GW,value,1.0,value
GW190916_200658,1252699636.9,value,2019-09-16T20:07:35.900,value,8.1,bestfit,0.3,-0.5,4.7,value,43.8,bestfit,19.9,-12.6,23.3,bestfit,12.5,-10.0,26.9,bestfit,8.2,-5.4,68.0,bestfit,18.3,-13.1,0.2,bestfit,0.33,-0.31,65.0,bestfit,17.3,-12.6,0.561,bestfit,0.3842,-0.3127,0.74,bestfit,0.13,-0.24,3.08,bestfit,2.09,-1.47,3.41,bestfit,1.19,-1.99,4940.0,bestfit,3710.0,-2380.0,0.77,bestfit,0.45,-0.32,4210.0,value,O3a,value,HLV,value,GW,value,0.65727,value
GW190917_114630,1252756008.0,value,2019-09-17T11:47:07.000,value,8.3,bestfit,0.5,-0.8,0.66,value,9.7,bestfit,3.4,-3.9,2.1,bestfit,1.1,-0.4,3.7,bestfit,0.2,-0.2,11.8,bestfit,3.0,-2.8,-0.08,bestfit,0.21,-0.43,11.6,bestfit,3.1,-2.9,0.2039,bestfit,0.3053,-0.0872,0.42,bestfit,0.14,-0.05,0.209,bestfit,0.065,-0.044,0.99,bestfit,1.28,-0.514,720.0,bestfit,300.0,-310.0,0.15,bestfit,0.05,-0.06,2070.0,value,O3a,value,HLV,value,GW,value,0.76643,value
GW190924_021846,1253326744.8,value,2019-09-24T02:19:23.800,value,12.0,bestfit,0.3,-0.4,1e-05,value,8.8,bestfit,4.3,-1.8,5.1,bestfit,1.2,-1.5,5.8,bestfit,0.2,-0.2,13.9,bestfit,2.8,-0.9,0.03,bestfit,0.2,-0.08,13.3,bestfit,3.0,-0.9,0.58,bestfit,0.3242,-0.3015,0.67,bestfit,0.05,-0.04,0.59,bestfit,0.049,-0.113,3.15,bestfit,0.48,-1.35,550.0,bestfit,220.0,-220.0,0.11,bestfit,0.04,-0.04,378.0,value,O3a,value,HLV,value,GW,value,1.0,value
GW190925_232845,1253489343.1,value,2019-09-25T23:29:22.100,value,9.7,bestfit,0.3,-0.6,0.0072,value,20.8,bestfit,6.5,-2.9,15.5,bestfit,2.5,-3.6,15.6,bestfit,1.1,-1.1,36.7,bestfit,3.6,-2.8,0.09,bestfit,0.16,-0.15,34.9,bestfit,3.5,-2.6,0.7476,bestfit,0.2175,-0.2709,0.71,bestfit,0.06,-0.06,1.79,bestfit,0.27,-0.25,3.68,bestfit,0.36,-0.72,930.0,bestfit,460.0,-350.0,0.19,bestfit,0.08,-0.07,1230.0,value,O3a,value,HV,value,GW,value,0.98849,value
GW190926_050336,1253509434.0,value,2019-09-26T05:04:13.000,value,8.1,bestfit,0.6,-0.8,1.1,value,41.1,bestfit,20.8,-12.5,20.4,bestfit,11.4,-8.2,24.4,bestfit,9.0,-4.9,61.9,bestfit,22.7,-12.0,-0.02,bestfit,0.25,-0.32,59.6,bestfit,22.1,-11.8,0.5695,bestfit,0.3761,-0.3092,0.64,bestfit,0.14,-0.2,2.48,bestfit,1.24,-1.1,3.0,bestfit,0.84,-1.66,3280.0,bestfit,3400.0,-1730.0,0.55,bestfit,0.44,-0.26,2510.0,value,O3a,value,HLV,value,GW,value,0.54334,value
GW190929_012149,1253755327.4,value,2019-09-29T01:22:26.400,value,9.7,bestfit,0.4,-0.6,0.16,value,66.3,bestfit,21.6,-16.6,26.8,bestfit,14.7,-10.6,35.6,bestfit,10.2,-7.4,93.3,bestfit,23.3,-15.0,-0.03,bestfit,0.23,-0.28,90.3,bestfit,22.3,-14.6,0.4035,bestfit,0.3361,-0.1998,0.6,bestfit,0.17,-0.22,3.05,bestfit,1.74,-1.47,2.29,bestfit,1.29,-1.34,3130.0,bestfit,2510.0,-1370.0,0.53,bestfit,0.33,-0.2,1850.0,value,O3a,value,HLV,value,GW,value,0.87042,value
GW190930_133541,1253885759.2,value,2019-09-30T13:36:18.200,value,9.7,bestfit,0.3,-0.5,0.012,value,14.2,bestfit,8.0,-4.0,6.9,bestfit,2.4,-2.1,8.5,bestfit,0.5,-0.4,21.2,bestfit,5.9,-2.0,0.19,bestfit,0.22,-0.16,20.2,bestfit,6.1,-2.0,0.4877,bestfit,0.4252,-0.2674,0.71,bestfit,0.07,-0.06,0.896,bestfit,0.139,-0.176,3.02,bestfit,0.86,-1.45,770.0,bestfit,320.0,-320.0,0.16,bestfit,0.06,-0.06,1830.0,value,O3a,value,HL,value,GW,value,0.99785,value
GW191103_012549,1256779567.5,value,2019-11-03T01:26:26.500,value,8.9,bestfit,0.3,-0.5,0.46,value,11.8,bestfit,6.2,-2.2,7.9,bestfit,1.7,-2.4,8.34,bestfit,0.66,-0.57,20.0,bestfit,3.7,-1.8,0.21,bestfit,0.16,-0.1,19.0,bestfit,3.8,-1.7,0.6722,bestfit,0.286,-0.3659,0.75,bestfit,0.06,-0.05,0.976,bestfit,0.132,-0.174,3.73,bestfit,0.39,-1.5,990.0,bestfit,500.0,-470.0,0.2,bestfit,0.09,-0.09,2520.0,value,O3b,value,HL,value,GW,value,0.94318,value
GW191105_143521,1256999739.9,value,2019-11-05T14:35:58.900,value,9.7,bestfit,0.3,-0.5,0.012,value,10.7,bestfit,3.7,-1.6,7.7,bestfit,1.4,-1.9,7.82,bestfit,0.61,-0.45,18.5,bestfit,2.1,-1.3,-0.02,bestfit,0.13,-0.09,17.6,bestfit,2.1,-1.2,0.7214,bestfit,0.2425,-0.3114,0.67,bestfit,0.04,-0.05,0.818,bestfit,0.088,-0.118,3.43,bestfit,0.26,-0.96,1150.0,bestfit,430.0,-480.0,0.23,bestfit,0.07,-0.09,729.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW191109_010717,1257296855.2,value,2019-11-09T01:07:54.200,value,17.3,bestfit,0.5,-0.5,0.00018,value,65.0,bestfit,11.0,-11.0,47.0,bestfit,15.0,-13.0,47.5,bestfit,9.6,-7.5,112.0,bestfit,20.0,-16.0,-0.29,bestfit,0.42,-0.31,107.0,bestfit,18.0,-15.0,0.7319,bestfit,0.2127,-0.2382,0.61,bestfit,0.18,-0.19,4.34,bestfit,2.3,-1.35,3.05,bestfit,0.81,-0.84,1290.0,bestfit,1130.0,-650.0,0.25,bestfit,0.18,-0.12,1780.0,value,O3b,value,HL,value,GW,value,0.99,value
GW191113_071753,1257664691.8,value,2019-11-13T07:18:30.800,value,7.9,bestfit,0.5,-1.1,26.0,value,29.0,bestfit,12.0,-14.0,5.9,bestfit,4.4,-1.3,10.7,bestfit,1.1,-1.0,34.5,bestfit,10.5,-9.8,0.0,bestfit,0.0,0.0,34.0,bestfit,11.0,-10.0,0.2022,bestfit,0.4902,-0.0869,0.45,bestfit,0.33,-0.11,0.619,bestfit,0.571,-0.136,0.999,bestfit,2.371,-0.488,1370.0,bestfit,1150.0,-620.0,0.26,bestfit,0.18,-0.11,2990.0,value,O3b,value,HLV,value,GW,value,0.68339,value
GW191118_212859,1258147757.4,value,2019-11-18T21:29:36.400,value,9.121,value,,,1.3,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O3b,value,LV,value,Marginal,value,0.0452,value
GW191126_115259,1258804397.6,value,2019-11-26T11:53:36.600,value,8.3,bestfit,0.2,-0.5,3.2,value,12.1,bestfit,5.5,-2.2,8.3,bestfit,1.9,-2.4,8.65,bestfit,0.95,-0.71,20.7,bestfit,3.4,-2.0,0.21,bestfit,0.15,-0.11,19.6,bestfit,3.5,-2.0,0.6852,bestfit,0.276,-0.3469,0.75,bestfit,0.06,-0.05,1.02,bestfit,0.16,-0.17,3.74,bestfit,0.39,-1.28,1620.0,bestfit,740.0,-740.0,0.3,bestfit,0.12,-0.13,1520.0,value,O3b,value,HL,value,GW,value,0.70041,value
GW191127_050227,1258866165.5,value,2019-11-27T05:03:04.500,value,9.2,bestfit,0.7,-0.6,0.25,value,53.0,bestfit,47.0,-20.0,24.0,bestfit,17.0,-14.0,29.9,bestfit,11.7,-9.1,80.0,bestfit,39.0,-22.0,0.18,bestfit,0.34,-0.36,76.0,bestfit,39.0,-21.0,0.4666,bestfit,0.4663,-0.3534,0.75,bestfit,0.13,-0.29,3.03,bestfit,2.6,-2.09,2.98,bestfit,1.54,-2.56,3400.0,bestfit,3100.0,-1900.0,0.57,bestfit,0.4,-0.29,1500.0,value,O3b,value,HLV,value,GW,value,0.73996,value
GW191129_134029,1259070047.1,value,2019-11-29T13:41:06.100,value,13.1,bestfit,0.2,-0.3,1e-05,value,10.7,bestfit,4.1,-2.1,6.7,bestfit,1.5,-1.7,7.31,bestfit,0.43,-0.28,17.5,bestfit,2.4,-1.2,0.06,bestfit,0.16,-0.08,16.8,bestfit,2.5,-1.2,0.6347,bestfit,0.3102,-0.2927,0.69,bestfit,0.03,-0.05,0.781,bestfit,0.073,-0.118,3.37,bestfit,0.38,-1.14,790.0,bestfit,260.0,-330.0,0.16,bestfit,0.05,-0.06,848.0,value,O3b,value,HL,value,GW,value,0.99,value
GW191204_110529,1259492747.5,value,2019-12-04T11:06:06.500,value,8.8,bestfit,0.4,-0.6,3.3,value,27.3,bestfit,11.0,-6.0,19.3,bestfit,5.6,-6.0,19.8,bestfit,3.6,-3.3,47.2,bestfit,9.2,-8.0,0.05,bestfit,0.26,-0.27,45.0,bestfit,8.6,-7.6,0.7295,bestfit,0.2376,-0.3564,0.71,bestfit,0.12,-0.11,2.14,bestfit,0.74,-0.61,3.5,bestfit,0.61,-1.19,1800.0,bestfit,1700.0,-1100.0,0.34,bestfit,0.25,-0.18,4750.0,value,O3b,value,HL,value,GW,value,0.74239,value
GW191204_171526,1259514944.0,value,2019-12-04T17:16:03.000,value,17.5,bestfit,0.2,-0.2,1e-05,value,11.9,bestfit,3.3,-1.8,8.2,bestfit,1.4,-1.6,8.55,bestfit,0.38,-0.27,20.21,bestfit,1.7,-0.96,0.16,bestfit,0.08,-0.05,19.21,bestfit,1.79,-0.95,0.6913,bestfit,0.2539,-0.2581,0.73,bestfit,0.03,-0.03,0.993,bestfit,0.07,-0.107,3.7,bestfit,0.28,-0.84,650.0,bestfit,190.0,-250.0,0.13,bestfit,0.04,-0.05,345.0,value,O3b,value,HL,value,GW,value,0.99,value
GW191215_223052,1260484270.3,value,2019-12-15T22:31:29.300,value,11.2,bestfit,0.3,-0.4,1e-05,value,24.9,bestfit,7.1,-4.1,18.1,bestfit,3.8,-4.1,18.4,bestfit,2.2,-1.7,43.3,bestfit,5.3,-4.3,-0.04,bestfit,0.17,-0.21,41.4,bestfit,5.1,-4.1,0.7302,bestfit,0.2367,-0.2743,0.68,bestfit,0.07,-0.07,1.9,bestfit,0.37,-0.34,3.39,bestfit,0.4,-0.81,1930.0,bestfit,890.0,-860.0,0.35,bestfit,0.13,-0.14,596.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW191216_213338,1260567236.4,value,2019-12-16T21:34:15.400,value,18.6,bestfit,0.2,-0.2,1e-05,value,12.1,bestfit,4.6,-2.3,7.7,bestfit,1.6,-1.9,8.33,bestfit,0.22,-0.19,19.81,bestfit,2.69,-0.94,0.11,bestfit,0.13,-0.06,18.87,bestfit,2.8,-0.94,0.6352,bestfit,0.3071,-0.2868,0.7,bestfit,0.03,-0.04,0.92,bestfit,0.058,-0.13,3.46,bestfit,0.37,-1.11,340.0,bestfit,120.0,-130.0,0.07,bestfit,0.02,-0.03,480.0,value,O3b,value,HV,value,GW,value,0.99,value
GW191219_163120,1260808298.4,value,2019-12-19T16:31:57.400,value,9.1,bestfit,0.5,-0.8,4.0,value,31.1,bestfit,2.2,-2.8,1.17,bestfit,0.07,-0.06,4.32,bestfit,0.12,-0.17,32.3,bestfit,2.2,-2.7,0.0,bestfit,0.0,0.0,32.2,bestfit,2.2,-2.7,0.03752,bestfit,0.00535,-0.00364,0.14,bestfit,0.06,-0.06,0.086,bestfit,0.0039,-0.0038,0.0577,bestfit,0.0125,-0.0078,550.0,bestfit,250.0,-160.0,0.11,bestfit,0.05,-0.03,2230.0,value,O3b,value,HLV,value,GW,value,0.8224,value
GW191222_033537,1261020955.1,value,2019-12-22T03:36:14.100,value,12.5,bestfit,0.2,-0.3,1e-05,value,45.1,bestfit,10.9,-8.0,34.7,bestfit,9.3,-10.5,33.8,bestfit,7.1,-5.0,79.0,bestfit,16.0,-11.0,-0.04,bestfit,0.2,-0.25,75.5,bestfit,15.3,-9.9,0.7936,bestfit,0.1825,-0.3192,0.67,bestfit,0.08,-0.11,3.57,bestfit,1.04,-1.0,3.48,bestfit,0.44,-0.92,3000.0,bestfit,1700.0,-1700.0,0.51,bestfit,0.23,-0.26,2300.0,value,O3b,value,HL,value,GW,value,0.99,value
GW191230_180458,1261764316.4,value,2019-12-30T18:05:35.400,value,10.4,bestfit,0.3,-0.4,0.05,value,49.4,bestfit,14.0,-9.6,37.0,bestfit,11.0,-12.0,36.5,bestfit,8.2,-5.6,86.0,bestfit,19.0,-12.0,-0.05,bestfit,0.26,-0.31,82.0,bestfit,17.0,-11.0,0.7719,bestfit,0.2035,-0.3412,0.68,bestfit,0.11,-0.13,3.81,bestfit,1.32,-1.16,3.43,bestfit,0.56,-1.1,4300.0,bestfit,2100.0,-1900.0,0.69,bestfit,0.26,-0.27,1010.0,value,O3b,value,HLV,value,GW,value,0.96159,value
GW200105_162426,1262276684.0,value,2020-01-05T16:25:03.000,value,13.7,bestfit,0.2,-0.4,0.2,value,9.0,bestfit,1.7,-1.7,1.91,bestfit,0.33,-0.24,3.42,bestfit,0.08,-0.08,11.0,bestfit,1.5,-1.4,0.0,bestfit,0.0,0.0,10.7,bestfit,1.5,-1.4,,,,,0.43,bestfit,0.05,-0.02,,,,,,,,,270.0,bestfit,120.0,-110.0,0.06,bestfit,0.02,-0.02,,,O3b,value,LV,value,Marginal,value,0.362,value
GW200112_155838,1262879936.0,value,2020-01-12T15:59:15.000,value,19.8,bestfit,0.1,-0.2,1e-05,value,35.6,bestfit,6.7,-4.5,28.3,bestfit,4.4,-5.9,27.4,bestfit,2.6,-2.1,63.9,bestfit,5.7,-4.6,0.06,bestfit,0.15,-0.15,60.8,bestfit,5.3,-4.3,0.8065,bestfit,0.1703,-0.2592,0.71,bestfit,0.06,-0.06,3.08,bestfit,0.59,-0.53,3.68,bestfit,0.37,-0.64,1250.0,bestfit,430.0,-460.0,0.24,bestfit,0.07,-0.08,4250.0,value,O3b,value,LV,value,GW,value,0.99,value
GW200115_042309,1263097407.7,value,2020-01-15T04:23:46.700,value,11.3,bestfit,0.3,-0.5,1e-05,value,5.9,bestfit,2.0,-2.5,1.44,bestfit,0.85,-0.29,2.43,bestfit,0.05,-0.07,7.4,bestfit,1.8,-1.7,-0.15,bestfit,0.24,-0.42,7.2,bestfit,1.8,-1.7,0.2427,bestfit,0.4321,-0.0973,0.42,bestfit,0.09,-0.05,0.145,bestfit,0.047,-0.024,1.19,bestfit,1.48,-0.54,290.0,bestfit,150.0,-100.0,0.06,bestfit,0.03,-0.02,512.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW200128_022011,1264213229.9,value,2020-01-28T02:20:48.900,value,10.6,bestfit,0.3,-0.4,0.0043,value,42.2,bestfit,11.6,-8.1,32.6,bestfit,9.5,-9.2,32.0,bestfit,7.5,-5.5,75.0,bestfit,17.0,-12.0,0.12,bestfit,0.24,-0.25,71.0,bestfit,16.0,-11.0,0.7971,bestfit,0.1805,-0.2983,0.74,bestfit,0.1,-0.1,3.72,bestfit,1.38,-1.04,3.77,bestfit,0.6,-0.85,3400.0,bestfit,2100.0,-1800.0,0.56,bestfit,0.28,-0.28,2680.0,value,O3b,value,HL,value,GW,value,0.99,value
GW200129_065458,1264316116.4,value,2020-01-29T06:55:35.400,value,26.8,bestfit,0.2,-0.2,1e-05,value,34.5,bestfit,9.9,-3.2,28.9,bestfit,3.4,-9.3,27.2,bestfit,2.1,-2.3,63.4,bestfit,4.3,-3.6,0.11,bestfit,0.11,-0.16,60.3,bestfit,4.0,-3.3,0.8539,bestfit,0.1232,-0.408,0.73,bestfit,0.06,-0.05,3.18,bestfit,0.42,-0.86,3.82,bestfit,0.26,-1.21,900.0,bestfit,290.0,-380.0,0.18,bestfit,0.05,-0.07,81.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW200201_203549,1264624567.0,value,2020-02-01T20:36:26.000,value,9.046,value,,,1.4,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O3b,value,HLV,value,Marginal,value,0.116,value
GW200202_154313,1264693411.5,value,2020-02-02T15:43:50.500,value,10.8,bestfit,0.2,-0.4,1e-05,value,10.1,bestfit,3.5,-1.4,7.3,bestfit,1.1,-1.7,7.49,bestfit,0.24,-0.2,17.58,bestfit,1.78,-0.67,0.04,bestfit,0.13,-0.06,16.76,bestfit,1.87,-0.66,0.7247,bestfit,0.2417,-0.3118,0.69,bestfit,0.03,-0.04,0.814,bestfit,0.047,-0.094,3.54,bestfit,0.22,-0.95,410.0,bestfit,150.0,-160.0,0.09,bestfit,0.03,-0.03,159.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW200208_130117,1265202095.9,value,2020-02-08T13:01:54.900,value,10.8,bestfit,0.3,-0.4,0.00031,value,37.8,bestfit,9.2,-6.2,27.4,bestfit,6.1,-7.4,27.7,bestfit,3.6,-3.1,65.4,bestfit,7.8,-6.8,-0.07,bestfit,0.22,-0.27,62.5,bestfit,7.3,-6.4,0.734,bestfit,0.2314,-0.2919,0.66,bestfit,0.09,-0.13,2.83,bestfit,0.77,-0.77,3.35,bestfit,0.52,-1.02,2230.0,bestfit,1000.0,-850.0,0.4,bestfit,0.15,-0.14,38.0,value,O3b,value,HLV,value,GW,value,0.99,value
GW200208_222617,1265235995.9,value,2020-02-08T22:26:54.900,value,7.4,bestfit,1.4,-1.2,4.8,value,51.0,bestfit,104.0,-30.0,12.3,bestfit,9.0,-5.7,19.6,bestfit,10.7,-5.1,63.0,bestfit,100.0,-25.0,0.45,bestfit,0.43,-0.44,61.0,bestfit,100.0,-25.0,0.2147,bestfit,0.6687,-0.1582,0.83,bestfit,0.14,-0.27,2.09,bestfit,1.96,-1.29,1.85,bestfit,2.6,-1.55,4100.0,bestfit,4400.0,-1900.0,0.66,bestfit,0.54,-0.28,1890.0,value,O3b,value,HLV,value,GW,value,0.70006,value
GW200209_085452,1265273710.1,value,2020-02-09T08:55:29.100,value,9.6,bestfit,0.4,-0.5,0.046,value,35.6,bestfit,10.5,-6.8,27.1,bestfit,7.8,-7.8,26.7,bestfit,6.0,-4.2,62.6,bestfit,13.9,-9.4,-0.12,bestfit,0.24,-0.3,59.9,bestfit,13.1,-8.9,0.7844,bestfit,0.1923,-0.3082,0.66,bestfit,0.1,-0.12,2.71,bestfit,0.89,-0.77,3.34,bestfit,0.5,-0.91,3400.0,bestfit,1900.0,-1800.0,0.57,bestfit,0.25,-0.26,925.0,value,O3b,value,HLV,value,GW,value,0.97236,value
